sampleID	band	species	location	site	nest	year	age	sex	experiment	treatment	cap_doy	cap_num	age	mass	bhead	fwing	dist_time	latency	sseries_type	cort1_raw	cort1_correct	glucose1	buty	bleed2_time	cort2_raw	cort2_correct	glucose2	inject1_type	inject1_dose	inject1_time	inject2_type	inject2_dose	inject2_time	bleed3_time	cort3_raw	cort3_correct	glucose3	release	fate	micro_nb	blood_nb	bolus_nb	lifetag_nb	notes
	278172043	TRES	Wyoming	Garden_Gods	FSWF	2018	Adult	F	Stressor	Predator	171	1	ASY	16	26.2	112	00-Jan-00	00-Jan-00		7.86	8.31			00-Jan-00	42.33	44.72			7	00-Jan-00				00-Jan-00	22.66	23.94		00-Jan-00		M18W0081	W18081			
	278172042	TRES	Wyoming	Garden_Gods	5W	2018	Adult	F	Stressor	Control	171	1	ASY	18	27.3	117	00-Jan-00	00-Jan-00		0.47	0.47			00-Jan-00	7.59	8.02			8	00-Jan-00				00-Jan-00	4.49	4.74		00-Jan-00		M18W0082	W18082			
	278171763	TRES	Wyoming	North_Tongue	44	2018	Adult	F	Stressor	Low_Tape	172	1	ASY	17.5	27.2	115	00-Jan-00	00-Jan-00		3.07	3.24	177		00-Jan-00	29.19	30.84	269		8	00-Jan-00				00-Jan-00	4.85	5.13		00-Jan-00		M18W0084	W18084			
	278171796	TRES	Wyoming	Lone_Snag	2	2018	Adult	F	Stressor	Predator	172	1	SY	16.5	27.5	120.5	00-Jan-00	00-Jan-00		1.4	1.48	176		00-Jan-00	16.59	17.53	245		7.5	00-Jan-00				00-Jan-00	2.23	2.35		00-Jan-00		M18W0085	W18085			Flatwing measured on the left wing
	278171764	TRES	Wyoming	Lone_Snag	13W	2018	Adult	F	Stressor	Low_Tape	172	1	SY	17.25	27.7	115	00-Jan-00	00-Jan-00		0.93	0.98	184		00-Jan-00	119.92	126.72	240		7.5	00-Jan-00				00-Jan-00	81.15	85.75		00-Jan-00		M18W0086	W18086			
	278171766	TRES	Wyoming	Bull_Creek	8W	2018	Adult	F	Stressor	Low_Tape	172	1	SY	17.75	26.7	120	00-Jan-00	00-Jan-00		11	11.62	138		00-Jan-00	62.86	66.42	270		8	00-Jan-00				00-Jan-00	8.26	8.73		00-Jan-00		M18W0087	W18087			2781-71765 band destroyed
	278171992	TRES	Wyoming	Twin_Buttes	15N	2018	Adult	F	Stressor	Low_Tape	172	1	SY	16.5	26.9	111	00-Jan-00	00-Jan-00		1	1.05	189		00-Jan-00	15.93	16.83	206		7.5	00-Jan-00				00-Jan-00	14.01	14.8		00-Jan-00		M18W0088	W18088			
	278172045	TRES	Wyoming	Marcum_Creek	8S	2018	Adult	F	Stressor	Low_Tape	172	1	ASY	17.5	26.8	122	00-Jan-00	00-Jan-00		0.68	0.72	216		00-Jan-00	39.13	41.35			8	00-Jan-00				00-Jan-00	5.99	6.33		00-Jan-00		M18W0089	W18093			
	278171746	TRES	Wyoming	Garden_Gods	1E	2018	Adult	F	Stressor	Low_Tape	172	1	SY	18	28.4	116	00-Jan-00	00-Jan-00		0.61	0.64	200		00-Jan-00	62.23	65.75			8	00-Jan-00				00-Jan-00	51.05	53.94		00-Jan-00		M18W0090	W18098			"*originally tape treatment- removed bc she had serious difficulty flying after first release attempt
original band number 2781-72046 same than BL25 so not sure that it is real number"
	278171994	TRES	Wyoming	Bull_Creek	5	2018	Adult	M	Stressor	Mate_Control	176	1	AHY	18.5	28.6	124	00-Jan-00	00-Jan-00				241		00-Jan-00			240		8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18W0091	W18131			NEED INDIVIDUAL RFID
	278171773	TRES	Wyoming	Bear_Lodge	26Pole	2018	Adult	M	Stressor	Mate_Predator	178	1	AHY	18	27.9	122	00-Jan-00	00-Jan-00				240		00-Jan-00			312		8	00-Jan-00				00-Jan-00				00-Jan-00		M18W0092	W18148			
	278171998	TRES	Wyoming	Lone_Snag	16	2018	Adult	M	Stressor	Mate_Control	180	1	AHY	19.75	28.2	124	00-Jan-00	00-Jan-00				172		00-Jan-00			207		9	00-Jan-00				00-Jan-00				00-Jan-00		M18W0093	W18157			
	278171849	TRES	Wyoming	Elk_Bugle	12	2018	Adult	M	Stressor	Mate_Control	181	1	AHY	18.5	28.9	123.5	00-Jan-00	00-Jan-00				194		00-Jan-00			258		8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18W0094	W18166			
	278171775	TRES	Wyoming	Twin_Buttes	7	2018	Adult	M	Stressor	Mate_Predator	182	1	AHY	18	28.3	126	00-Jan-00	00-Jan-00				240		00-Jan-00			217		8	00-Jan-00				00-Jan-00				00-Jan-00		M18W0095	W18169			
	278171776	TRES	Wyoming	Twin_Buttes	17S	2018	Adult	M	Stressor	Mate_Predator	182	3	AHY	17	28.1	122	00-Jan-00	00-Jan-00				204		00-Jan-00			173		7.5	00-Jan-00				00-Jan-00				00-Jan-00		M18W0096	W18171			
	278172103	TRES	Wyoming	Elk_Bugle	11	2018	Adult	M	Stressor	Mate_Control	184	1	AHY	18	27.7	124	00-Jan-00	00-Jan-00				182		00-Jan-00			221		8	00-Jan-00				00-Jan-00				00-Jan-00		M18W0097	W18181			
	278172102	TRES	Wyoming	Elk_Bugle	9	2018	Adult	M	Stressor	Mate_Control	184	1	AHY	18.5	28.6	121	00-Jan-00	00-Jan-00				217		00-Jan-00			155		8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18W0098	W18183			
	278171850	TRES	Wyoming	Owen_Creek	10	2018	Adult	M	Stressor	Mate_Control	184	1	AHY	17	28	117	00-Jan-00	00-Jan-00				177		00-Jan-00			235		7.5	00-Jan-00				00-Jan-00				00-Jan-00		M18W0099	W18187			
	278172000	TRES	Wyoming	Elk_Bugle	1.5	2018	Adult	M	Stressor	Mate_Predator	185	1	AHY	18.25	28.7	121	00-Jan-00	00-Jan-00				191		00-Jan-00			188		8	00-Jan-00				00-Jan-00				00-Jan-00		M18W0100	W18196			
	278171788	TRES	Wyoming	Lone_Snag	17	2018	Adult	M	Stressor	Mate_Control	185	1	AHY	16.75	26.5	118	00-Jan-00	00-Jan-00				163		00-Jan-00			186		7.5	00-Jan-00				00-Jan-00				00-Jan-00		M18W0101	W18198			
	192161658	TRES	Wyoming	Bear_Lodge	14	2018	Adult	M	Stressor	Mate_Control	186	1	AHY	18.25	28.4	123	00-Jan-00	00-Jan-00				211		00-Jan-00			277		8	00-Jan-00				00-Jan-00				00-Jan-00		M18W0102	W18202			
	278171791	TRES	Wyoming	Garden_Gods	6S	2018	Adult	M	Stressor	Mate_Control	186	1	AHY	18	27.2	118	00-Jan-00	00-Jan-00				176		00-Jan-00			186		8	00-Jan-00				00-Jan-00				00-Jan-00		M18W0103	W18204			
	278172104	TRES	Wyoming	Owen_Creek	4	2018	Adult	M	Stressor	Mate_Control	186	1	AHY	18.75	28.1	122	00-Jan-00	00-Jan-00				153		00-Jan-00			197		8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18W0104	W18206			
	278171792	TRES	Wyoming	Lone_Snag	14E	2018	Adult	M	Stressor	Mate_Predator	187	1	AHY	17.5	27.6	122	00-Jan-00	00-Jan-00		0.95	1	240		00-Jan-00	12.52	13.23	220		8	00-Jan-00				00-Jan-00	14.18	14.98		00-Jan-00		M18W0105	W18210			
	278172055	TRES	Wyoming	Twin_Buttes	8	2018	Adult	M	Stressor	Mate_Control	187	1	AHY	18.75	27.1	124	00-Jan-00	00-Jan-00				189		00-Jan-00			193		8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18W0106	W18215			
	278171794	TRES	Wyoming	Bear_Lodge	17	2018	Adult	F	Stressor	Predator	188	1	SY	21.25	27.9	116	00-Jan-00	00-Jan-00		0.87	0.92	129		00-Jan-00	14.1	14.89	174		9.5	00-Jan-00				00-Jan-00	8.84	9.34		00-Jan-00		M18W0107	W18218			
	278171851	TRES	Wyoming	Lone_Snag	10	2018	Adult	M	Stressor	Mate_Predator	188	1	AHY	19.5	29.1	119	00-Jan-00	00-Jan-00				186		00-Jan-00			149		9	00-Jan-00				00-Jan-00				00-Jan-00		M18W0108	W18221			
	278171852	TRES	Wyoming	River_Crossing	3	2018	Adult	M	Stressor	Mate_Control	188	1	AHY	19	28.2	123	00-Jan-00	00-Jan-00				182		00-Jan-00			252		8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18W0109	W18223			RFID number not written in data sheet
	278172206	TRES	Wyoming	River_Crossing	4W	2018	Adult	M	Stressor	Mate_Predator	190	3	AHY	19.5	27.6	124	00-Jan-00	00-Jan-00				185		00-Jan-00			198		9	00-Jan-00				00-Jan-00				00-Jan-00		M18W0110	W18240			RFID not secure (kit out of acetone)
	278171853	TRES	Wyoming	River_Crossing	5E	2018	Adult	M	Stressor	Mate_Predator	191	1	AHY	18.25	27.8	124	00-Jan-00	00-Jan-00				189		00-Jan-00			237		8	00-Jan-00				00-Jan-00				00-Jan-00		M18W0111	W18267			
	278172124	TRES	Wyoming	Marcum_Creek	10N	2018	Adult	M	Stressor	Mate_Control	192	1	AHY	19	27.9	122	00-Jan-00	00-Jan-00				238		00-Jan-00			221		8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18W0112	W18285			
	278172123	TRES	Wyoming	Marcum_Creek	13W	2018	Adult	M	Stressor	Mate_Predator	192	1	AHY	18	27.6	121	00-Jan-00	00-Jan-00				196		00-Jan-00			225		8	00-Jan-00				00-Jan-00				00-Jan-00		M18W0113	W18287			
	278171854	TRES	Wyoming	Twin_Buttes	2	2018	Adult	M	Stressor	Mate_Predator	192	1	AHY	19	28.7	124	00-Jan-00	00-Jan-00						00-Jan-00					8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18W0114	W18289			No glucose taken--no glucometer in kit
	278172091	TRES	Wyoming	River_Crossing	7	2018	Adult	M	Stressor	Mate_Control	194	1	AHY	17.75	26	115	00-Jan-00	00-Jan-00				181		00-Jan-00			235		8	00-Jan-00				00-Jan-00				00-Jan-00		M18W0115	W18310			RFID not written- remember to go back and check envelopes
	278171867	TRES	Wyoming	North_Tongue	42.3	2018	Adult	M	Stressor	Mate_Predator	197	1	AHY	19.25	28.5	118	00-Jan-00	00-Jan-00				187		00-Jan-00			176		8.5	00-Jan-00				00-Jan-00				00-Jan-00		M18W0116	W18236			
	278172131	TRES	Wyoming	Twin_Buttes	1	2018	Adult	M	Stressor	Mate_Predator	200	1	AHY	19.75	27.7	127	00-Jan-00	00-Jan-00				240		00-Jan-00			241		9	00-Jan-00				00-Jan-00				00-Jan-00		M18W0118	W18251			
	278172130	TRES	Wyoming	Lone_Snag	22E	2018	Adult	M	Stressor	Mate_Predator	200	1	AHY	19.5	27.8	122	00-Jan-00	00-Jan-00				201		00-Jan-00			260		9	00-Jan-00				00-Jan-00				00-Jan-00		M18W0118	W18249			
	278172137	TRES	Wyoming	196	Xtra	2018	Adult	M	Stressor	Mate_Control	202	1	AHY	18.25	28.2	119	00-Jan-00	00-Jan-00				217		00-Jan-00			259		8	00-Jan-00				00-Jan-00				00-Jan-00		M18W0119	W18261			
P19N001	272107739	TRES	Ithaca	Unit_2	111	2019	Adult	F	Color_Stressor	Control_Dull	136	1	ASY	17	28.1	109	00-Jan-00	00-Jan-00	B_S_D	5.26	5.56	202		00-Jan-00	50.54	53.44	219	Dex	7.5	00-Jan-00				00-Jan-00	6.71	7.1	210	00-Jan-00		M19N001	190001			
P19N002	272107786	TRES	Ithaca	Unit_2	103	2019	Adult	F	Color_Stressor	Control_Control	140	1	ASY	23	27.6	115.5	00-Jan-00	00-Jan-00	B_S_D	3.69	3.9	178		00-Jan-00	20.49	21.67	203	Dex	10.5	00-Jan-00				00-Jan-00	9.02	9.54	194	00-Jan-00		M19N002	190002			
P19N003	272107805	TRES	Ithaca	Unit_2	35	2019	Adult	F	Color_Stressor	Predator_Dull	140	1	ASY	22	28.4	114.5	00-Jan-00	00-Jan-00	B_S_D	0.52	0.55	256		00-Jan-00	27.67	29.26	233	Dex	10	00-Jan-00				00-Jan-00	8.63	9.13	238	00-Jan-00		M19N003	190003			
	278172145	TRES	Ithaca	Unit_2	36	2019	Adult	F	Color_Stressor	Predator_Dull	141	1	ASY	22	29.3	119	00-Jan-00	00-Jan-00	B_S_D	0.88	0.93	179		00-Jan-00	51.11	54.05	233	Dex	10	00-Jan-00				00-Jan-00	9.66	10.22	264	00-Jan-00		M19N004	190004			
P19N004	278172146	TRES	Ithaca	Unit_2	44	2019	Adult	F	Color_Stressor	Control_Control	141	1	SY	22	28.2	120	00-Jan-00	00-Jan-00	B_S_D	2.37	2.5	206		00-Jan-00	38.21	40.41	229	Dex	10	00-Jan-00				00-Jan-00	11.64	12.31	219	00-Jan-00		M19N005	190005			
P19N005	272107018	TRES	Ithaca	Liddell	41	2019	Adult	F	Light	Light	141	1	ASY	23	28.7	110	00-Jan-00	00-Jan-00	B_S_D	5.85	6.18			00-Jan-00	62.49	66.08		Dex	10.5	00-Jan-00				00-Jan-00	10.5	11.1		00-Jan-00		M19N006	190006			
	272106905	TRES	Ithaca	Liddell	39	2019	Adult	F	Light	Light_Control	141	1	ASY	19.5	28.6	112	00-Jan-00	00-Jan-00	B_S_D	0.17	0.47																			M19N007	190007			Telomere sample may have a small amount of lysis buffer in it.
P19N006	212110278	TRES	Ithaca	Unit_1	349	2019	Adult	F			141	1	ASY	21.75	28.7	115	00-Jan-00	00-Jan-00	B_S	6.1	1.36	193		00-Jan-00	50.32	53.21	189													M19N008	190008			
P19N007	272107739	TRES	Ithaca	Unit_2	111	2019	Adult	F	Color_Stressor	Control_Dull	142	2	ASY	18.25			00-Jan-00	00-Jan-00	B_S_D	1.29	1.36	216																		M19N009	190009			
P19N009	88004570	TRES	Ithaca	Unit_2	121	2019	Adult	F	Color_Stressor	Control_Dull	142	1	ASY	22.5	28.9	119	00-Jan-00	00-Jan-00	B_S_D	2.68	2.83	210		00-Jan-00	47.88	50.63	261	Dex	10.5	00-Jan-00				00-Jan-00	8.34	8.82	229	00-Jan-00		M19N010	190011			
P19N011	278172148	TRES	Ithaca	Unit_2	93	2019	Adult	F	Color_Stressor	Predator_Dull	143	1	SY	21.5	29.1	119	00-Jan-00	00-Jan-00	B_S_D	3.03	3.2	218		00-Jan-00	35.4	37.43	213	Dex	10	00-Jan-00				00-Jan-00	9.17	9.69	220	00-Jan-00		M19N011	190013			
P19N012	281128401	TRES	Ithaca	Unit_2	87	2019	Adult	F	Color_Stressor	Predator_Control	143	1	SY	20.25	28.1	112	00-Jan-00	00-Jan-00	B_S_D	4.2	4.44	214		00-Jan-00	53.65	56.74	277	Dex	9	00-Jan-00				00-Jan-00	20.65	21.83	245	00-Jan-00		M19N012	190014			
P19N013	272106822	TRES	Ithaca	Unit_2	68	2019	Adult	F	Color_Stressor	Control_Dull	143	1	ASY	20.5	29.1	117.5	00-Jan-00	00-Jan-00	B_S_D	2.39	2.52	226		00-Jan-00	31.43	33.24	259	Dex	9.5	00-Jan-00				00-Jan-00	9.75	10.31	277	00-Jan-00		M19N013	190015			
P19N014	278172147	TRES	Ithaca	Unit_2	101	2019	Adult	F	Color_Stressor	Predator_Dull	143	1	ASY	22.5	29	115	00-Jan-00	00-Jan-00	B_S_D	3.69	3.9	175		00-Jan-00	27.6	29.19	219	Dex	10.5	00-Jan-00				00-Jan-00	13.99	14.8	244	00-Jan-00		M19N014	190016			
P19N015	281128402	TRES	Ithaca	Unit_2	20	2019	Adult	F	Color_Stressor	Control_Control	144	1	SY	20.75	29.8	119	00-Jan-00	00-Jan-00	B_S_D	3.99	4.22	187		00-Jan-00	16.2	17.13	229	Dex	9.5	00-Jan-00				00-Jan-00	13.13	13.89	240			M19N015	190017			
	272107748	TRES	Ithaca	Unit_2	39	2019	Adult	F	Color_Stressor	Control_Control	144	1	ASY	23.5	28.2	120	00-Jan-00	00-Jan-00	B_S_D	3.52	3.72	167		00-Jan-00	7.02	7.42	215	Dex	11	00-Jan-00				00-Jan-00	8.75	9.25	189	00-Jan-00		M19N016	190018			
P19N016	278172150	TRES	Ithaca	Unit_2	80	2019	Adult	F	Color_Stressor	Control_Dull	144	1	SY	21.5	28.9	117	00-Jan-00	00-Jan-00	B_S_D	0.73	0.77	217		00-Jan-00	34.51	36.5	242	Dex	10	00-Jan-00				00-Jan-00	6.49	6.87	265			M19N017	190019			
P19N017	278172149	TRES	Ithaca	Unit_2	109	2019	Adult	F	Color_Stressor	Control_Dull	144	1	SY	20.5	28.6	116	00-Jan-00	00-Jan-00	B_S_D	3.38	3.58	174		00-Jan-00	62.88	66.5	199	Dex	9.5	00-Jan-00				00-Jan-00	11.12	11.76	218	00-Jan-00		M19N018	190020			
P19N018	272107284	TRES	Ithaca	Unit_2	19	2019	Adult	F	Color_Stressor	Predator_Control	144	1	SY	21.5	28.6	112	00-Jan-00		B_S_D					00-Jan-00	26.08	27.58	179	Dex	10	00-Jan-00				00-Jan-00	5.97	6.32	200	00-Jan-00		M19N019	190021			
	278172096	TRES	Ithaca	Unit_1	421	2019	Adult	F			144	1	ASY	23.75	28.3	112	00-Jan-00	00-Jan-00	B_S_D	1.88	1.99			00-Jan-00	38.89	41.13												00-Jan-00		M19N020	190023			
	88004749	TRES	Ithaca	Unit_1	380	2019	Adult	F			144	1	ASY	22.75	29.2	121	00-Jan-00	00-Jan-00		1.56	1.65			00-Jan-00	60.55	64.04												00-Jan-00		M19N021	190024			
	272107805	TRES	Ithaca	Unit_2	35	2019	Adult	F	Color_Stressor	Predator_Dull	145	2	ASY	19.75			00-Jan-00	00-Jan-00	B_S_D	5.84	6.17	223																		M19N022	190026			
P19N020	272106913	TRES	Ithaca	Unit_2	120	2019	Adult	F	Color_Stressor	Control_Control	145	1	ASY	22	29.2	122.5	00-Jan-00	00-Jan-00	B_S_D	0	0.47	199		00-Jan-00	28.23	29.86	299	Dex	10	00-Jan-00				00-Jan-00	9.83	10.4	294	00-Jan-00		M19N023	190027			
P19N021	272106697	TRES	Ithaca	Turkey_Hill	11	2019	Adult	F	Light	Light_Control	145	1	ASY	21	27.9	117	00-Jan-00	00-Jan-00	B_S_D	0.99	1.05			00-Jan-00	28.13	29.75		Dex	9.5	00-Jan-00				00-Jan-00	11.47	12.13		00-Jan-00		M19N024	190028		61337F2D	"Egg Photo
Eye Button: D8B21
On female took old RFID to put life tag"
P19N022	272107217	TRES	Ithaca	Unit_2	116	2019	Adult	F	Color_Stressor	Control_Control	146	1	ASY	23.5	29.9	117	00-Jan-00	00-Jan-00	B_S_D	1.38	1.46	215		00-Jan-00	15.01	15.88	241	Dex	11	00-Jan-00				00-Jan-00	8.07	8.53	305			M19N025	190029			
P19N023	263114113	TRES	Ithaca	Unit_4	94	2019	Adult	F	Light	Light_Control	146	1	ASY	24	28.1	118	00-Jan-00	00-Jan-00	B_S_D	0	0.47			00-Jan-00	25.51	26.97		Dex	11	00-Jan-00				00-Jan-00	8.38	8.86				M19N026	190030		61341E4C	Old PIT tag removed to put on life tag. Microbiome swab not inserted fully.
P19N024	240134898	TRES	Ithaca	Unit_4	97	2019	Adult	F	Light	Light	146	1	ASY	24.5	27.5	113	00-Jan-00	00-Jan-00	B_S_D	2.41	2.55			00-Jan-00	42.66	45.11		Dex	11.5	00-Jan-00				00-Jan-00	15.44	16.32		00-Jan-00		M19N027	190031		61336119	Old PIT tag removed to put on life tag with glued new PIT tag.
	278172145	TRES	Ithaca	Unit_2	36	2019	Adult	F	Color_Stressor	Predator_Dull	146	2	ASY	21			00-Jan-00	00-Jan-00	B_S_D	1.89	2	234																		M19N028	190032			
	272107786	TRES	Ithaca	Unit_2	103	2019	Adult	F	Color_Stressor	Control_Control	146	2	ASY	23.25			00-Jan-00	00-Jan-00	B_S_D	1.1	1.16	186																		M19N029	190033			
P19N025	212110285	TRES	Ithaca	Unit_1	335	2019	Adult	F			146	1	ASY	25	28.8	115	00-Jan-00	00-Jan-00	B_S	1.6	0.47			00-Jan-00	21.54	22.78														M19N030	190034			
P19N026	272106655	TRES	Ithaca	Turkey_Hill	3	2019	Adult	F	Light	Light	147	1	ASY	22	31.5	123	00-Jan-00	00-Jan-00	B_S_D	4.11	4.35			00-Jan-00	47.82	50.58		Dex	10	00-Jan-00				00-Jan-00	11.35	12		00-Jan-00		M19N031	190035		6134617F	egg photo
P19N027	278172401	TRES	Ithaca	Turkey_Hill	106	2019	Adult	F	Light	Light	147	1	ASY	23	27.4	115	00-Jan-00	00-Jan-00	B_S_D	0.37	0.47			00-Jan-00	27.33	28.91		Dex	10.5	00-Jan-00				00-Jan-00	6.65	7.03		00-Jan-00		M19N032	190036		61340066	"egg photo, wing photo"
P19N028	281128403	TRES	Ithaca	Unit_2	94	2019	Adult	F	Color_Stressor	Predator_Control	147	1	SY	22	28.4	112	00-Jan-00	00-Jan-00	B_S_D	0.4	0.47	194		00-Jan-00	16.37	17.31	233	Dex	10	00-Jan-00				00-Jan-00	8.29	8.77	253	00-Jan-00		M19N033	190037			
P19N029	88004570	TRES	Ithaca	Unit_2	121	2019	Adult	F	Color_Stressor	Control_Dull	147	2	ASY	23			00-Jan-00	00-Jan-00	B_S_D	0.37	0.47	213																00-Jan-00		M19N034	190038			
P19N030	278172100	TRES	Ithaca	Unit_1	437	2019	Adult	F			147	1	SY	23.5	28.6	113	00-Jan-00	00-Jan-00	B_S	0.86	0.91			00-Jan-00	51.33	54.28												00-Jan-00		M19N035	190039			
P19N031	262125490	TRES	Ithaca	Unit_1	311	2019	Adult	F			147	1	ASY	23	27.8	120	00-Jan-00	00-Jan-00	B_S		0.47			00-Jan-00	9.69	10.25												00-Jan-00		M19N036	190040			
P19N032	232146942	TRES	Ithaca	Unit_1	423	2019	Adult	F			147	1	ASY	21	29.1	117	00-Jan-00	00-Jan-00	B_S	0.2	0.47			00-Jan-00	22.27	23.55														M19N037	190041			
P19N033	212110288	TRES	Ithaca	Unit_1	338	2019	Adult	F			147	1	ASY	21	27.8	116	00-Jan-00	00-Jan-00	B_S	0.2	1.32				31.84	33.67														M19N038	190042			
P19N034	272107698	TRES	Ithaca	Unit_2	122	2019	Adult	F	Color_Stressor	Predator_Control	148	1	ASY	22	28.5	118	00-Jan-00	00-Jan-00	B_S_D	6.78	7.17	204		00-Jan-00	33.14	35.05	217	Dex	10	00-Jan-00				00-Jan-00	9.85	10.41	230	00-Jan-00		M19N039	190043			
P19N035	281128404	TRES	Ithaca	Unit_2	48	2019	Adult	F			148	1	SY	23	28.4	120	00-Jan-00	00-Jan-00	B_S_D	0.3	0.47	195		00-Jan-00	20.78	21.98	281	Dex	10.5	00-Jan-00				00-Jan-00	10.64	11.25	299	00-Jan-00		M19N040	190044			
P19N036	278171869	TRES	Ithaca	Unit_2	8	2019	Adult	F	Color_Stressor	Predator_Control	148	1	SY	22	29.2	109	00-Jan-00	00-Jan-00	B_S_D	4.81	5.09	189		00-Jan-00	74.66	78.96	232	Dex	10	00-Jan-00				00-Jan-00	11.32	11.97	198	00-Jan-00		M19N041	190045			
P19N037	88004754	TRES	Ithaca	Unit_2	29	2019	Adult	F	Color_Stressor	Predator_Dull	148	1	ASY	23.5	28.1	120	00-Jan-00	00-Jan-00	B_S_D	1.56	1.11	208		00-Jan-00	32.23	34.08	300	Dex	11	00-Jan-00				00-Jan-00	0.5	0.53	304	00-Jan-00		M19N042	190046			
	278171870	TRES	Ithaca	Unit_2	12	2019	Adult	F	Color_Stressor	Predator_Dull	148	1	SY	22	28.4	115	00-Jan-00	00-Jan-00	B_S_D	3	3.17	202		00-Jan-00	30.64	32.4	204	Dex	10	00-Jan-00				00-Jan-00	9.91	10.48	213	00-Jan-00		M19N043	190047			
P19N038	278172147	TRES	Ithaca	Unit_2	101	2019	Adult	F	Color_Stressor	Predator_Dull	148	2	ASY	21.5			00-Jan-00	00-Jan-00	B_S_D	7.84	8.29	215																		M19N044	190048			
P19N039	272106822	TRES	Ithaca	Unit_2	68	2019	Adult	F	Color_Stressor	Control_Dull	148	2	ASY	21			00-Jan-00	00-Jan-00	B_S_D	4.68	4.95	245																		M19N045	190049			
	278172402	TRES	Ithaca	Unit_4	78	2019	Adult	F	Light	Light_Control	148	1	ASY	26	28.2	121	00-Jan-00	00-Jan-00	B_S_D	1.47	1.56			00-Jan-00	27.93	29.54		Dex	12	00-Jan-00				00-Jan-00	6.32	6.69		00-Jan-00		M19N046	190050		61614C2A	"Ibutton was not collected, egg photo"
P19N040	272107599	TRES	Ithaca	Unit_4	80	2019	Adult	F	Light	Light	148	1	ASY	25	27.4	121	00-Jan-00	00-Jan-00	B_S_D	0.79	0.83			00-Jan-00	85.56	90.48		Dex	11.5	00-Jan-00				00-Jan-00	23.22	24.56		00-Jan-00		M19N047	190051		61342D00	"Ibutton, egg photo"
P19N041	281128701	TRES	Ithaca	Unit_1	105	2019	Adult	F	Color_Stressor	Predator_Dull	148	1	SY	22.5	28.8	114	00-Jan-00	00-Jan-00	B_S_D	2.11	2.23	196		00-Jan-00	26.68	28.22	217	Dex	10.5	00-Jan-00				00-Jan-00	13.15	13.9	204	00-Jan-00		M19N048	190052			
P19N042	278172224	TRES	Ithaca	Unit_1	47	2019	Adult	F	Color_Stressor	Control_Control	148	1	SY	21.75	28.3	112	00-Jan-00	00-Jan-00	B_S_D			237		00-Jan-00	30.41	32.16	216	Dex	10	00-Jan-00				00-Jan-00	14.23	15.05	257	00-Jan-00		M19N049	190053			
	278172227	TRES	Ithaca	Unit_1	345	2019	Adult	F			148	1	ASY	22.5	28.5	116	00-Jan-00	00-Jan-00	B_S	2.61	2.76			00-Jan-00														00-Jan-00		M19N050	190054			
P19N044	278172225	TRES	Ithaca	Unit_1	433	2019	Adult	F			148	1	ASY	24	29.3	113	00-Jan-00		B_S					00-Jan-00	18.7	19.78												00-Jan-00		M19N051	190056			
	272107809	TRES	Ithaca	Unit_1	81	2019	Adult	F	Color_Stressor	Control_Control	149	1	ASY	22	27.5	117	00-Jan-00	00-Jan-00	B_S_D	0	0.47	196		00-Jan-00	41.96	44.37	256	Dex	10	00-Jan-00				00-Jan-00	11.75	12.43	278	00-Jan-00		M19N052	190058			
P19N049	212110294	TRES	Ithaca	Unit_1	90	2019	Adult	F	Color_Stressor	Predator_Dull	149	1	ASY	21.5	27.7	114	00-Jan-00	00-Jan-00	B_S_D	1.25	1.07	189		00-Jan-00	23.46	24.81	196	Dex	10	00-Jan-00				00-Jan-00	11.99	12.68	196	00-Jan-00		M19N053	190059			
P19N047	278172154	TRES	Ithaca	Unit_2	75	2019	Adult	F	Color_Stressor	Control_Dull	149	1	SY	20	28.1	116	00-Jan-00	00-Jan-00	B_S_D	1.4	1.49	147		00-Jan-00	57.84	61.17	164	Dex	9	00-Jan-00				00-Jan-00	15.47	16.36	190	00-Jan-00		M19N054	190060			
	278171871	TRES	Ithaca	Unit_2	1	2019	Adult	F	Color_Stressor	Control_Dull	149	1	SY	23	28.6	114	00-Jan-00	00-Jan-00	B_S_D	0.75	0.79	130		00-Jan-00	32.05	33.9	234	Dex	10.5	00-Jan-00				00-Jan-00	14.33	15.15	215	00-Jan-00		M19N055	190061			
P19N048	278172151	TRES	Ithaca	Unit_2	32	2019	Adult	F	Color_Stressor	Predator_Dull	149	1	SY	21.2	28.7	118	00-Jan-00	00-Jan-00	B_S_D	0.92	0.97	169		00-Jan-00	54.71	57.86	274	Dex	9.5	00-Jan-00				00-Jan-00	6.05	6.4	273	00-Jan-00		M19N056	190062			
	278172152	TRES	Ithaca	Unit_2	41	2019	Adult	F	Color_Stressor	Predator_Dull	149	1	SY	22.75	28.6	116	00-Jan-00	00-Jan-00	B_S_D	2.72	2.88	194		00-Jan-00	66.33	70.15	236	Dex	10.5	00-Jan-00				00-Jan-00	22.14	23.42	267	00-Jan-00		M19N057	190063			
